year,month,year_month,airport,residence_country,traveller_type,counts
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Philippines,Visitors,7918
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Poland,Excursionists (same-day),1
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Poland,Tourists (overnight),761
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Poland,Visitors,762
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Portugal,Excursionists (same-day),2
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Portugal,Tourists (overnight),97
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Portugal,Visitors,99
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","Residents of countries other than the United States of America entering Canada, air",Excursionists (same-day),1644
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","Residents of countries other than the United States of America entering Canada, air",Tourists (overnight),168855
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","Residents of countries other than the United States of America entering Canada, air",Visitors,170499
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Romania,Tourists (overnight),230
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Romania,Visitors,230
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Russian Federation,Tourists (overnight),173
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Russian Federation,Visitors,173
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Saudi Arabia,Excursionists (same-day),1
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Saudi Arabia,Tourists (overnight),165
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Saudi Arabia,Visitors,166
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Singapore,Excursionists (same-day),40
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Singapore,Tourists (overnight),2787
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Singapore,Visitors,2827
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","South Africa, Republic of",Tourists (overnight),421
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","South Africa, Republic of",Visitors,421
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Spain,Excursionists (same-day),9
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Spain,Tourists (overnight),987
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Spain,Visitors,996
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Sweden,Excursionists (same-day),7
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Sweden,Tourists (overnight),720
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Sweden,Visitors,727
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Switzerland,Excursionists (same-day),20
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Switzerland,Tourists (overnight),4048
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Switzerland,Visitors,4068
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Taiwan,Excursionists (same-day),35
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Taiwan,Tourists (overnight),5830
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Taiwan,Visitors,5865
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Thailand,Excursionists (same-day),27
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Thailand,Tourists (overnight),1215
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Thailand,Visitors,1242
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Trinidad and Tobago,Tourists (overnight),43
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Trinidad and Tobago,Visitors,43
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Türkiye,Tourists (overnight),533
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Türkiye,Visitors,533
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Ukraine,Tourists (overnight),239
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Ukraine,Visitors,239
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Arab Emirates,Excursionists (same-day),1
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Arab Emirates,Tourists (overnight),487
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Arab Emirates,Visitors,488
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Kingdom,Excursionists (same-day),130
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Kingdom,Tourists (overnight),17136
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",United Kingdom,Visitors,17266
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","United States of America residents entering Canada, air",Excursionists (same-day),3601
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","United States of America residents entering Canada, air",Tourists (overnight),175563
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia","United States of America residents entering Canada, air",Visitors,179164
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Venezuela,Tourists (overnight),39
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Venezuela,Visitors,39
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Viet Nam,Tourists (overnight),2590
2026,Jun,2026-06-01,"Vancouver International Airport, British Columbia",Viet Nam,Visitors,2590
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Africa,Tourists (overnight),45
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Africa,Visitors,45
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Africa - other countries,Tourists (overnight),8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Africa - other countries,Visitors,8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Americas, countries other than the United States of America",Tourists (overnight),265
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Americas, countries other than the United States of America",Visitors,265
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Americas, countries other than the United States of America - other countries",Tourists (overnight),85
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Americas, countries other than the United States of America - other countries",Visitors,85
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Argentina,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Argentina,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Asia,Excursionists (same-day),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Asia,Tourists (overnight),83
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Asia,Visitors,84
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Asia - other countries,Tourists (overnight),8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Asia - other countries,Visitors,8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Australia,Tourists (overnight),24
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Australia,Visitors,24
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Austria,Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Austria,Visitors,4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Bahamas,Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Bahamas,Visitors,4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Belgium,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Belgium,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Brazil,Tourists (overnight),40
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Brazil,Visitors,40
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from countries other than the United States of America, air",Excursionists (same-day),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from countries other than the United States of America, air",Tourists (overnight),966
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from countries other than the United States of America, air",Visitors,967
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from the United States of America, air",Excursionists (same-day),24
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from the United States of America, air",Tourists (overnight),4580
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian residents returning from the United States of America, air",Visitors,4604
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian-resident visitors returning to Canada, air",Excursionists (same-day),25
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian-resident visitors returning to Canada, air",Tourists (overnight),5546
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Canadian-resident visitors returning to Canada, air",Visitors,5571
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Chile,Tourists (overnight),19
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Chile,Visitors,19
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",China,Excursionists (same-day),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",China,Tourists (overnight),8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",China,Visitors,9
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Colombia,Tourists (overnight),16
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Colombia,Visitors,16
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Czechia,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Czechia,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Denmark,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Denmark,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Europe,Tourists (overnight),118
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Europe,Visitors,118
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Europe - other countries,Tourists (overnight),19
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Europe - other countries,Visitors,19
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Finland,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Finland,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",France,Tourists (overnight),9
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",France,Visitors,9
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Germany,Tourists (overnight),12
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Germany,Visitors,12
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Haiti,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Haiti,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Hong Kong,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Hong Kong,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",India,Tourists (overnight),26
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",India,Visitors,26
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Indonesia,Tourists (overnight),5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Indonesia,Visitors,5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","International visitors entering or returning to Canada, air",Excursionists (same-day),61
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","International visitors entering or returning to Canada, air",Tourists (overnight),12621
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","International visitors entering or returning to Canada, air",Visitors,12682
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Ireland,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Ireland,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Israel,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Israel,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Italy,Tourists (overnight),6
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Italy,Visitors,6
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Japan,Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Japan,Visitors,4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Mexico,Tourists (overnight),92
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Mexico,Visitors,92
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Netherlands,Tourists (overnight),8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Netherlands,Visitors,8
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",New Zealand,Tourists (overnight),5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",New Zealand,Visitors,5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Nigeria,Tourists (overnight),33
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Nigeria,Visitors,33
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Non-resident visitors entering Canada, air",Excursionists (same-day),36
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Non-resident visitors entering Canada, air",Tourists (overnight),7075
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Non-resident visitors entering Canada, air",Visitors,7111
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Norway,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Norway,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Oceania,Tourists (overnight),29
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Oceania,Visitors,29
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Peru,Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Peru,Visitors,4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Philippines,Tourists (overnight),15
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Philippines,Visitors,15
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Poland,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Poland,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Portugal,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Portugal,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Residents of countries other than the United States of America entering Canada, air",Excursionists (same-day),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Residents of countries other than the United States of America entering Canada, air",Tourists (overnight),540
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","Residents of countries other than the United States of America entering Canada, air",Visitors,541
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Russian Federation,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Russian Federation,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Singapore,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Singapore,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","South Africa, Republic of",Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","South Africa, Republic of",Visitors,4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Spain,Tourists (overnight),5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Spain,Visitors,5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Sweden,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Sweden,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Switzerland,Tourists (overnight),2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Switzerland,Visitors,2
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Taiwan,Tourists (overnight),5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Taiwan,Visitors,5
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Trinidad and Tobago,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Trinidad and Tobago,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Türkiye,Tourists (overnight),1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Türkiye,Visitors,1
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Ukraine,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Ukraine,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",United Arab Emirates,Tourists (overnight),3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",United Arab Emirates,Visitors,3
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",United Kingdom,Tourists (overnight),30
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",United Kingdom,Visitors,30
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","United States of America residents entering Canada, air",Excursionists (same-day),35
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","United States of America residents entering Canada, air",Tourists (overnight),6535
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba","United States of America residents entering Canada, air",Visitors,6570
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Viet Nam,Tourists (overnight),4
2026,Jun,2026-06-01,"Winnipeg Richardson International Airport, Manitoba",Viet Nam,Visitors,4
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Africa,Excursionists (same-day),2
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Africa,Tourists (overnight),916
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Africa,Visitors,918
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Africa - other countries,Tourists (overnight),230
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Africa - other countries,Visitors,230
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Algeria,Tourists (overnight),2
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Algeria,Visitors,2
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America",Excursionists (same-day),107
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America",Tourists (overnight),6128
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America",Visitors,6235
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America - other countries",Excursionists (same-day),1
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America - other countries",Tourists (overnight),798
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Americas, countries other than the United States of America - other countries",Visitors,799
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Argentina,Tourists (overnight),127
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Argentina,Visitors,127
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia,Excursionists (same-day),93
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia,Tourists (overnight),8938
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia,Visitors,9031
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia - other countries,Excursionists (same-day),1
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia - other countries,Tourists (overnight),202
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Asia - other countries,Visitors,203
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Australia,Excursionists (same-day),13
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Australia,Tourists (overnight),2215
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Australia,Visitors,2228
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Austria,Tourists (overnight),380
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Austria,Visitors,380
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Bahamas,Tourists (overnight),35
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Bahamas,Visitors,35
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Barbados,Tourists (overnight),15
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Barbados,Visitors,15
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Belgium,Tourists (overnight),748
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Belgium,Visitors,748
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Bermuda,Tourists (overnight),34
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Bermuda,Visitors,34
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Brazil,Excursionists (same-day),1
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Brazil,Tourists (overnight),672
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Brazil,Visitors,673
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from countries other than the United States of America, air",Excursionists (same-day),137
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from countries other than the United States of America, air",Tourists (overnight),57647
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from countries other than the United States of America, air",Visitors,57784
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from the United States of America, air",Excursionists (same-day),837
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from the United States of America, air",Tourists (overnight),54770
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian residents returning from the United States of America, air",Visitors,55607
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian-resident visitors returning to Canada, air",Excursionists (same-day),974
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian-resident visitors returning to Canada, air",Tourists (overnight),112417
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","Canadian-resident visitors returning to Canada, air",Visitors,113391
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Chile,Excursionists (same-day),5
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Chile,Tourists (overnight),469
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Chile,Visitors,474
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",China,Excursionists (same-day),3
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",China,Tourists (overnight),941
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",China,Visitors,944
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Colombia,Tourists (overnight),262
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Colombia,Visitors,262
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Czechia,Tourists (overnight),371
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Czechia,Visitors,371
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Denmark,Tourists (overnight),696
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Denmark,Visitors,696
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Egypt,Tourists (overnight),21
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Egypt,Visitors,21
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe,Excursionists (same-day),110
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe,Tourists (overnight),33293
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe,Visitors,33403
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe - other countries,Excursionists (same-day),7
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe - other countries,Tourists (overnight),729
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Europe - other countries,Visitors,736
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Finland,Tourists (overnight),87
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Finland,Visitors,87
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",France,Excursionists (same-day),29
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",France,Tourists (overnight),1866
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",France,Visitors,1895
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Germany,Excursionists (same-day),2
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Germany,Tourists (overnight),6211
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Germany,Visitors,6213
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Greece,Tourists (overnight),24
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Greece,Visitors,24
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Haiti,Tourists (overnight),1
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Haiti,Visitors,1
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Hong Kong,Excursionists (same-day),2
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Hong Kong,Tourists (overnight),241
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Hong Kong,Visitors,243
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Hungary,Tourists (overnight),97
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Hungary,Visitors,97
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",India,Excursionists (same-day),3
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",India,Tourists (overnight),1001
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",India,Visitors,1004
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Indonesia,Tourists (overnight),47
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Indonesia,Visitors,47
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","International visitors entering or returning to Canada, air",Excursionists (same-day),2576
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","International visitors entering or returning to Canada, air",Tourists (overnight),286199
2026,Jul,2026-07-01,"Calgary International Airport, Alberta","International visitors entering or returning to Canada, air",Visitors,288775
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Iran,Tourists (overnight),48
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Iran,Visitors,48
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Ireland,Excursionists (same-day),11
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Ireland,Tourists (overnight),843
2026,Jul,2026-07-01,"Calgary International Airport, Alberta",Ireland,Visitors,854
